TRANSCRIPT_TEXT,SUPPORT_TICKET_DATE,CUSTOMER_ID,APP_VERSION,PLATFORM
"Agent: Thank you for calling Bank Corp. My name is Sarah. Can I have your name and the last four digits of your account number to verify?

Customer: I’m Alex, account ending 1234. I’m getting a “Duo MFA error” when I try to sign in to the mobile app.

Agent: Thanks, Alex. When does the error appear — after you enter your password or when approving the Duo push?

Customer: After the password. I tap “Approve” in Duo and it shows an error.

Agent: Understood. First, please confirm your phone has cellular or Wi‑Fi and that notifications are enabled for the Duo Mobile app.

Customer: Yes, I have service and notifications are on.

Agent: Please open the Duo Mobile app directly. If the push still fails, try generating a Duo passcode in the app and enter it in the Bank Corp sign‑in screen.

Customer: I tried the passcode and it worked once, but the error keeps coming back.

Agent: I will open a technical support ticket to re-register your device and escalate this. Expect an update within 24 hours. Anything else I can help with now?

Customer: No, that’s all. Thank you.

Agent: You’re welcome. Goodbye.",2025-06-13,257,1.0.1,app
"Agent: Thank you for calling Bank Corp support, this is Maya. How can I help today?

Customer: Hi Maya. The ""Create PDF"" button on my credit card statement in the mobile app won't work. I've tapped it a dozen times — nothing happens. This is really frustrating.

Agent: I’m sorry you’re experiencing that. Can you tell me your app version and device?

Customer: App version 4.2.1 on an iPhone 12. I updated last week. I need the PDF for my accountant.

Agent: Understood. Have you tried closing and reopening the app or restarting your phone?

Customer: Yes. I cleared the app cache and even reinstalled it. Still no luck. The button just grays out when I tap it.

Agent: Thanks for trying those steps. I’ll escalate this to our technical team right away and open a ticket. I can also email you the statement PDF in the meantime — which email should I use?

Customer: Use my primary on file. Please make this a priority; I’m not happy this hasn’t been fixed.

Agent: I will mark it high priority and send the PDF now. You’ll get a ticket number by email.",2025-07-30,355,1.1.0,app
"Agente: Buenas tardes, gracias por llamar a Bank Corp, le atiende Marta. ¿En qué puedo ayudarle?
Cliente: Estoy harto. Me meto en la app, ingreso mi usuario y contraseña y en cuanto inicio sesión la aplicación se cierra sola. ¡Siempre! Esto es inaceptable.
Agente: Lamento mucho la experiencia. ¿En qué dispositivo y versión de la app ocurre?
Cliente: Un teléfono Android, versión 12, la app la actualicé ayer y desde entonces no funciona. Ya reinstalé y nada.
Agente: Entiendo. ¿Puedo verificar su nombre y número de cuenta para revisar el historial y generar un informe?
Cliente: Nombre Juan Pérez, cuenta terminada en 4321. Quiero que lo solucionen ahora o quiero respuestas y compensación por el tiempo perdido.
Agente: Gracias, señor Pérez. Voy a generar un ticket de prioridad alta y pedir escalamiento técnico. Le daré un número de incidencia y le llamaré en máximo 24 horas.
Cliente: Espero que cumplan. No quiero promesas vacías.",2025-07-26,607,1.0.1,app
"Agent: Thank you for calling Bank Corp. How can I help today?

Customer: The account summary in the mobile app never fully loads. It spins and then times out.

Agent: I understand. When did this start, and are you on Wi‑Fi or cellular?

Customer: It began this morning. I'm on home Wi‑Fi.

Agent: Please try force‑closing the app and reopening it.

Customer: I did that, no change.

Agent: Okay. Next, please check for an app update and install if available.

Customer: App is up to date.

Agent: Please sign out of the app, restart your phone, then sign back in.

Customer: I restarted and signed back in. Still the same.

Agent: I will create a ticket for our technical team to investigate. Can I confirm your app version (7.4.2), device model (iPhone 12), and a screenshot if available?

Customer: Yes, that info is correct. I can send a screenshot.

Agent: Ticket #BC-12489 created. The team will respond within 48 hours. We will notify you by email when resolved.",2025-07-09,514,1.1.0,mobile
"Kunde: Guten Tag, mein Kontoübersicht in der Bank Corp App lädt nie vollständig. Trotzdem einen schönen Tag!

Support (Bank Corp): Guten Tag! Danke für die nette Stimmung — das helfen uns immer. Können Sie mir bitte sagen, welche App‑Version und welches Handy Sie nutzen?

Kunde: iOS 16, App‑Version 4.2.1. Es bleibt bei „Lade…“ stehen.

Support: Danke. Lassen Sie uns kurz Schritt für Schritt prüfen: App schließen, Gerät neu starten und App erneut öffnen. Das haben Sie schon probiert?

Kunde: Ja, habe ich — leider ohne Erfolg. Trotzdem danke, das ging schnell.

Support: Gut, danke. Bitte melden Sie sich kurz ab und wieder an, und falls nötig App updaten oder neu installieren. Als Zwischenlösung können Sie sich über unser Webbanking einloggen. Ich öffne jetzt ein Ticket mit hoher Priorität an das Technikteam und sende Ihnen eine Bestätigungs‑E-Mail. Wir melden uns spätestens in 24 Stunden mit einem Update.

Kunde: Super, vielen Dank für die schnelle Hilfe! Ich freue mich auf das Update.

Support: Gern geschehen — wir kümmern uns darum und wünschen weiterhin einen schönen Tag!",2025-06-15,520,1.1.0,app
"Agent: Thank you for calling Bank Corp Support. My name is Nina. How can I help today?

Customer: Hi Nina! I love the app, but the Credit Card statement ""Create PDF"" button isn't working for me. No worries — just hoping you can help.

Agent: I’m sorry for the trouble and glad you told us. Which mobile OS and app version are you using?

Customer: I’m on iPhone iOS 17, Bank Corp app v4.2.0.

Agent: Thank you. First, please try updating the app from the App Store. If already updated, try closing and reopening the app, and log out and back in. Can you try that now?

Customer: Done — I updated and restarted. The button still doesn’t respond.

Agent: Thanks. I’ll escalate this to our technical team and open a ticket. Meanwhile I can email you the statement directly. Which email on file should I use?

Customer: Yes, please use my primary Bank Corp email. That would be perfect — thank you so much for the quick help!

Agent: Ticket created and statement emailed. You’ll get follow-up within 24 hours. Anything else I can assist with?

Customer: That’s everything. Appreciate your help and the great service!",2025-07-14,318,1.0.1,mobile
"Conseiller: Bonjour, vous êtes bien chez Bank Corp, je m'appelle Julie, comment puis‑je vous aider aujourd'hui ?
Client: Bonjour Julie, je n'arrive pas à me connecter à l'appli. J'ai une erreur Duo MFA qui me dit ""Échec de l'authentification"".
Conseiller: D'accord, merci. Recevez‑vous la notification push sur votre téléphone ?
Client: Non, rien n'apparaît.
Conseiller: Très bien. Pour commencer, pouvez‑vous vérifier que les notifications sont activées pour Duo Mobile et que votre téléphone a une connexion Internet ?
Client: Oui, tout est activé et connecté.
Conseiller: Essayons trois actions rapides : redémarrer l'application, puis le téléphone. Si cela ne marche pas, ouvrez Duo Mobile et générez un passcode temporaire pour saisir dans l'appli Bank Corp.
Client: J'ai redémarré et le passcode a fonctionné, je suis connecté !
Conseiller: Super nouvelle ! Si l'erreur revient, je peux demander une réinscription Duo ou transférer au support technique. Autre chose ?
Client: Non, merci beaucoup, très efficace.
Conseiller: Avec plaisir — bonne journée et merci d'utiliser Bank Corp.",2025-07-05,71,1.0.1,desktop
"Agente: Obrigado por ligar para o suporte da Bank Corp. Como posso ajudar?
Cliente: Oi, depois que faço login o app trava e fecha. Já tentei duas vezes.
Agente: Sinto muito por isso. Posso confirmar seu nome e o modelo do celular?
Cliente: Sou Marina, uso um Galaxy S10 com Android 12.
Agente: Obrigado, Marina. Você instalou a última atualização do app?
Cliente: Acredito que sim, mas posso checar.
Agente: Por favor tente: fechar o app completamente, reiniciar o celular e abrir de novo. Se continuar, reinstale o app e verifique se não há VPN ativa.
Cliente: Ok, vou reiniciar.
(alguns segundos)
Cliente: Ainda trava após o login.
Agente: Entendo. Vou abrir um chamado para nossa equipe técnica e encaminhar logs. Seu protocolo é BC-20250822-179. Esperamos retorno em até 24 horas.
Cliente: Certo, obrigada. Espero que resolvam rápido.
Agente: Agradeço a paciência, Marina. Se quiser, posso ligar de volta quando houver atualização. Posso ajudar em mais algo?
Cliente: Não, está tudo bem. Obrigada.",2025-07-14,690,1.0.1,app
"Agent: Thank you for calling Bank Corp Support. This is Maya. How can I help today?

Customer: Hi. I signed in to the Bank Corp app and it crashes every time right after I authenticate. It worked fine yesterday. I'm really annoyed — I need to check a payment.

Agent: I’m sorry you’re experiencing that. Can I confirm your device and app version?

Customer: It’s an iPhone 13, iOS 17, app version 5.4.2. It logs me in, then freezes and closes. No error code, just quits.

Agent: Thanks. Have you tried force-closing and reopening the app or rebooting the phone?

Customer: Yes. Reinstalled the app too. Same thing. This is wasting my time.

Agent: I understand. I’ll escalate this to our technical team. I’ll create a ticket and request priority review. Can I have the email on the account?

Customer: sureuser@email.com

Agent: Thank you. Ticket #BC-20250822-1198 created. We’ll investigate and update you within 24 hours. Meanwhile, you can use online banking via browser. Anything else I can do?

Customer: Fine. Please get it fixed fast.

Agent: We will. You’ll receive updates by email and SMS. Thank you for calling Bank Corp.",2025-08-22,367,1.1.0,desktop
"Agent: Thank you for calling Bank Corp support. My name is Maya. Can I have your name and the last four of your account number?

Customer: I'm Alex Carter, account ending 4821. I'm getting a Duo MFA error when I try to sign in to the mobile app.

Agent: I’m sorry you’re seeing that. Can you tell me the exact error message?

Customer: It says ""Duo authentication failed — try again or contact support."" I pressed the push notification twice and it never completes.

Agent: Thank you. Have you recently changed phones, updated the app, or removed the Duo Mobile app?

Customer: No changes. App is updated. Network seems fine.

Agent: I’ll verify your identity and then try some steps. Please confirm your date of birth and the email on file.

Customer: DOB 06/12/1985, email alex.carter@example.com.

Agent: Thanks. I’ve submitted a ticket to our MFA team and initiated a temporary bypass so you can sign in. Expect an email with a one-time code within 15 minutes. If that doesn’t work, we’ll schedule a callback to re-provision Duo on your device.

Customer: Okay, I’ll watch for the email.

Agent: Ticket reference 9-7421. Is there anything else I can help with today?

Customer: No, that’s all. Thank you.

Agent: You’re welcome. Goodbye.",2025-08-10,19,1.0.1,mobile
"Agente: Obrigado por ligar para o Banco Corp. Como posso ajudar hoje?
Cliente: O resumo da minha conta no aplicativo nunca carrega completamente — fica preso em ""carregando"" e algumas transações não aparecem.
Agente: Entendo. Qual modelo do seu celular e versão do app?
Cliente: Android, Pixel 4, app versão 5.2. Já atualizei ontem.
Agente: Obrigado. Você já tentou sair e entrar novamente ou reinstalar o aplicativo?
Cliente: Sim, fiz logout, reinstalei e reiniciei o telefone, mas o problema persiste.
Agente: Certo. Vou abrir um chamado para a equipe técnica. Antes, pode testar em outra rede (Wi‑Fi/dados) e acessar pelo internet banking para ver se o resumo aparece?
Cliente: Testei em Wi‑Fi e dados, e pelo site está ok — só no app que não carrega.
Agente: Perfeito. Criei o chamado nº 20250822-317. Nossa equipe investigará e responderá em até 24 horas. Enquanto isso, use o internet banking como alternativa. Posso ajudar em mais alguma coisa?
Cliente: Não, obrigado.
Agente: Obrigado por contatar o Banco Corp.",2025-09-01,327,1.0.1,desktop
"Agente: Buenas tardes, gracias por llamar a Bank Corp. ¿En qué puedo ayudarle hoy?
Cliente: Hola, mi resumen de cuenta en la app nunca termina de cargar, se queda en la pantalla de carga.
Agente: Gracias por avisarnos. ¿Ha intentado cerrar y volver a abrir la app o reinstalarla?
Cliente: Sí, reinicié el teléfono y reinstalé la app, pero sigue igual.
Agente: Entiendo. ¿Podría decirme la versión de la app y si usa iOS o Android?
Cliente: Android, versión 5.3.2.
Agente: Perfecto. Le recomiendo actualizar a la última versión si hay, y probar la versión web como alternativa. Voy a crear un reporte técnico y lo escalaré al equipo de ingeniería. ¿Puede enviarnos una captura de pantalla al soporte@bankcorp.com?
Cliente: Sí, la envío ahora mismo.
Agente: Gracias. Le doy el número de incidencia 123456. Le contactaremos en 24 horas con una solución. ¿Algo más?
Cliente: No, muchas gracias por la ayuda, ¡me siento tranquilo sabiendo que lo revisan!
Agente: Gracias a usted. Que tenga buen día.",2025-07-29,658,1.0.1,mobile
"Agente: Obrigado por ligar para o Bank Corp. Como posso ajudar hoje?
Cliente: Boa tarde. Entrei no app, fiz o sign in e o aplicativo fecha sozinho logo em seguida.
Agente: Entendo. Desde quando o problema ocorre?
Cliente: Começou hoje de manhã, sempre após inserir as credenciais.
Agente: Certo. Pode me informar modelo do aparelho, versão do sistema operacional e versão do app?
Cliente: É um Android, modelo X, versão 12. O app é a versão 5.3.1.
Agente: Obrigado. Já tentou reiniciar o aparelho ou reinstalar o app?
Cliente: Reiniciei, mas não funcionou. Não tentei reinstalar ainda.
Agente: Peço que reinstale o app e verifique permissões de armazenamento. Se o erro persistir, envie a hora aproximada da última tentativa; vamos coletar os logs e abrir um chamado técnico.
Cliente: Posso fazer isso agora. Quando terei retorno?
Agente: Receberá confirmação por e-mail e atualizações em até 48 horas. Vou gerar o protocolo: BC-20250822-341.
Cliente: Obrigado.
Agente: Disponha.",2025-08-25,327,1.0.1,mobile
"Agente: Obrigado por ligar para Bank Corp, meu nome é Ana. Como posso ajudar?
Cliente: Já tentei entrar várias vezes e aparece um erro do Duo MFA. Diz ""Falha na autenticação"" e não me deixa acessar nada. Isso é inaceitável!
Agente: Sinto muito pelo transtorno. Quando começou a aparecer esse erro?
Cliente: Desde ontem. Já reiniciei o celular, reinstalei o app e nada. Preciso pagar contas e o app me bloqueia. Muito ruim!
Agente: Entendo. Posso confirmar seu nome e último dígito do CPF para checar a conta?
Cliente: Faça logo. Estou cansado dessa falta de solução. Vocês prometem segurança, mas me impedem de usar minha própria conta.
Agente: Obrigada. Vou abrir um chamado técnico para o problema do Duo e tentar uma autenticação alternativa. Pode aguardar na linha um momento?
Cliente: Só se resolverem rápido. Quero acesso agora — não quero desculpas.",2025-06-15,11,1.1.0,app
"Conseiller: Bonjour, vous êtes bien au support Bank Corp, en quoi puis-je vous aider ?
Client: C'est honteux ! Je n'arrive plus à me connecter à l'application, Duo m'affiche une erreur et je suis bloqué. J'ai des paiements en attente.
Conseiller: Je suis vraiment désolé pour la gêne occasionnée. Pouvez-vous me dire quel message d'erreur s'affiche ?
Client: ""Échec de l'authentification Duo"" — ça ne fonctionne ni par notification ni par code. J'en ai marre, ça fait 30 minutes que je perds mon temps.
Conseiller: Je comprends votre frustration. Pour vérifier, puis-je confirmer votre nom et les quatre derniers chiffres de votre compte ?
Client: [fournit les infos]
Conseiller: Merci. Essayons quelques étapes rapides : vérifier l'heure de votre téléphone, forcer la fermeture et rouvrir Duo Mobile, ou réinstaller l'application. Si cela ne marche pas, j'ouvre immédiatement un dossier technique prioritaire et vous contacte sous 30 minutes.
Client: Faites vite. Je veux une solution maintenant.
Conseiller: Je m'en occupe tout de suite et je reste en ligne jusqu'à confirmation. Encore désolé pour le désagrément.",2025-07-24,53,1.1.0,desktop
"Agente: Buenos días, gracias por llamar a Bank Corp. Soy Laura, ¿en qué puedo ayudarle hoy?
Cliente: Hola Laura, la app se cierra justo después de iniciar sesión. Puedo entrar, pero al cargar la pantalla principal se cierra sola.
Agente: Entiendo. Lamento el inconveniente. ¿En qué dispositivo y versión de sistema operativo está usando la app?
Cliente: Un móvil Android, versión 12.
Agente: Gracias. Primero intente cerrar la app completamente y reiniciar el teléfono. Si persiste, vaya a Ajustes > Apps > Bank Corp y borre caché. También asegúrese de tener la última versión en Play Store.
Cliente: Vale, lo intento ahora... Listo, la he actualizado y borrado caché.
Agente: ¿Sigue el cierre?
Cliente: No, funciona mejor ahora. Qué alivio.
Agente: Genial. Si vuelve a pasar, puedo abrir un ticket técnico y pedir registros. ¿Desea que lo haga ya por si acaso?
Cliente: Sí, por favor, por si vuelve a ocurrir.
Agente: Perfecto, he generado el ticket #BC-4821. Le contactaremos en 24 horas. ¡Gracias por su paciencia!
Cliente: Gracias a usted.",2025-06-29,68,1.2.1,mobile
"Conseiller Bank Corp: Bonjour, je suis Marie du support Bank Corp, comment puis-je vous aider aujourd'hui ?
Client (très positif): Bonjour Marie ! Super journée — j'essaie de me connecter mais j'ai une erreur Duo MFA. J'apprécie votre aide !
Conseiller: D'accord, merci ! Pouvez-vous me dire le message d'erreur ?
Client: ""Erreur de vérification Duo"". J'ai reçu la notification mais elle n'aboutit pas.
Conseiller: Très bien. Essayons quelques étapes rapides : vérifiez la connexion internet, ouvrez l'appli Duo Mobile et acceptez la demande, ou utilisez le code temporaire. Avez-vous la dernière version de l'application ?
Client: Oui, tout est à jour. J'ai accepté la notification maintenant — et ça marche !
Conseiller: Parfait ! Si cela se reproduit, redémarrez votre téléphone, réactivez les notifications Duo ou réinstallez Duo Mobile. Nous pouvons aussi réinitialiser votre MFA ensemble.
Client: Merci beaucoup Marie, service excellent !
Conseiller: Avec plaisir ! Bonne journée et merci d'utiliser Bank Corp.",2025-06-21,324,1.1.0,app
"Agent: Thank you for calling Bank Corp Support, this is Maya. How can I help today?

Customer: This app is useless. My account summary never fully loads — just a spinner forever. I’ve updated the app, restarted my phone, reinstalled it, tried Wi‑Fi and cellular. Nothing. This is unacceptable.

Agent: I’m really sorry you’re dealing with that. I understand how frustrating it is. I’ll help troubleshoot and escalate. What is your app version and phone model?

Customer: App says 5.3.2, iPhone 12, iOS up to date. I don’t have time for endless fixes.

Agent: Thank you. Please try force‑closing the app, then reopen. If that fails, clear the app cache (Settings > Bank Corp > Clear cache) or reinstall once more. Can you access your account summary on bankcorp.com?

Customer: Web works, but the mobile app shouldn’t be broken.

Agent: Understood. I’m escalating this to our mobile engineering team now and opening an incident. Your reference is INC-20250822-349. We’ll investigate urgently and update you within 48 hours. May I have the best number or email for updates?

Customer: Fine. Fix it quickly. This has gone on too long.",2025-08-24,453,1.2.1,app
